CANDIDATE	STATUS	ITER	VOTES	NTV	QUOTA	KEEP
STAPLES Adrienne	elected	2	8703	976	7744	1
BORREN Pim	excluded	2	6784	976	7744	0
MOORE Richard L	excluded	1	3254	0	8232	0
