CANDIDATE	STATUS	ITER	VOTES	NTV	QUOTA	KEEP
SMITH Grant	elected	1	14554	0	10145	1
TUIONO Teanau	excluded	1	2668	0	10145	0
ASQUITH Andy	excluded	1	1687	0	10145	0
KIKHOUNGA-N'GOT P. Hussein	excluded	1	766	0	10145	0
ENGU Maruna (Donut Man)	excluded	1	374	0	10145	0
BARBER Ross Easton	excluded	1	241	0	10145	0
