CANDIDATE	STATUS	ITER	VOTES	NTV	QUOTA	KEEP
WILSON Murray	elected	2	168	19	166	1
ZIMMER Peter	excluded	2	163	19	166	0
O'NEILL Simon	excluded	1	88	0	175	0
