ITER,CANDIDATE,VOTES
1,SMITH Grant,12985
1,TUIONO Teanau,2244
1,ASQUITH Andy,1526
1,KIKHOUNGA-N'GOT P. Hussein,681
1,ENGU Maruna (Donut Man),329
1,BARBER Ross Easton,209
