CANDIDATE	STATUS	ITER	VOTES	NTV	QUOTA	KEEP
LABAN Ken	elected	1	7719	0	7113.500000001	0.862900172
LAMASON Prue	elected	5	7577.971058956	921.062934844	6883.23426629	1
VAN LIER Josh	elected	5	7163.512642172	921.062934844	6883.23426629	1
GLENSOR Peter	excluded	5	4904.545791948	921.062934844	6883.23426629	0
OGDEN David	excluded	4	3906.14144426	444.26043245	7002.434891888	0
DOBBS Leonie	excluded	2	3315.793755278	111.859437078	7085.535140731	0
