ITER	CANDIDATE	VOTES
1	SMITH Grant	14554
1	TUIONO Teanau	2668
1	ASQUITH Andy	1687
1	KIKHOUNGA-N'GOT P. Hussein	766
1	ENGU Maruna (Donut Man)	374
1	BARBER Ross Easton	241
