CANDIDATE	STATUS	ITER	VOTES	NTV	QUOTA	KEEP
GODDARD Ben	elected	1	307	0	242.400000001	0.634243679
NOTTAGE Rabbit	elected	2	271.353094348	1.893811068	242.021237787	0.70417722
PUE Elijah	elected	7	258.372149694	13.80916281	239.638167439	0.819043721
HOETA Vivienne	elected	11	238.928840428	30.049012964	236.390197408	1
HINCH Janelle	excluded	11	228.390973456	30.049012964	236.390197408	0
GRIFFIN-CHAPPEL Gary	excluded	7	76.152822492	13.80916281	239.638167439	0
CARTER Kahurangi	excluded	6	58.976818143	5.687256047	241.262548791	0
PAKAI Elizabeth (Betty)	excluded	5	51.22412377	4.14593397	241.570813207	0
