body_code	race_id	candidate_id	iteration	votes	status_code
DCC	2	1	19	2612.7624798239995	E
DCC	2	2	19	2613.727234501	E
DCC	2	3	19	2632.4660456039996	E
DCC	2	4	19	2626.4636509800002	E
DCC	2	5	19	2563.6245028840003	H
DCC	2	6	19	2012.8399990179998	H
DCC	2	7	19	1721.7152775800002	H
DCC	2	8	19	1658.7003087	H
DCC	2	9	19	1738.3275734350002	H
DCC	2	10	19	1610.2048045369997	H
DCC	2	11	19	1590.9360097350002	H
DCC	2	12	19	1452.0944030099997	H
DCC	2	13	19	1193.2157836510003	H
DCC	2	14	19	939.1619628819998	H
DCC	2	15	19	1150.2045651130002	H
DCC	2	16	19	958.46549766	H
DCC	2	17	19	913.939235437	H
DCC	2	18	19	1142.934997341	H
DCC	2	19	19	1092.053960444	H
DCC	2	20	19	704.610278974	H
DCC	2	21	19	765.1485498119999	H
DCC	2	22	19	778.965851306	H
DCC	2	23	19	636.865848017	H
DCC	2	24	19	592.942490478	H
DCC	2	25	19	500.588660659	H
DCC	2	26	19	478.01845334599994	H
DCC	2	27	19	464.23071037299997	H
DCC	2	28	19	431.215979619	H
DCC	2	29	19	390.9932150529999	H
DCC	2	30	19	385.69718553	H
DCC	2	31	19	383.512163327	H
DCC	2	32	19	343.32711739399997	H
DCC	2	33	19	0.0	X
DCC	2	34	19	0.0	X
DCC	2	35	19	0.0	X
DCC	2	36	19	0.0	X
DCC	2	37	19	0.0	X
DCC	2	38	19	0.0	X
DCC	2	39	19	0.0	X
DCC	2	40	19	0.0	X
DCC	2	41	19	0.0	X
DCC	2	42	19	0.0	X
DCC	2	43	19	0.0	X
DCC	2	1	20	2607.233754462	E
DCC	2	2	20	2607.32674134	E
DCC	2	3	20	2607.2457681319997	E
DCC	2	4	20	2608.429125325	E
DCC	2	5	20	2568.364141791	H
DCC	2	6	20	2015.429200643	H
DCC	2	7	20	1724.79992531	H
DCC	2	8	20	1661.743271662	H
DCC	2	9	20	1740.8429422269996	H
DCC	2	10	20	1613.360715971	H
DCC	2	11	20	1592.1296624830002	H
DCC	2	12	20	1453.5950123	H
DCC	2	13	20	1200.3491577270001	H
DCC	2	14	20	940.9609729700001	H
DCC	2	15	20	1153.3443787989997	H
DCC	2	16	20	960.7372701209999	H
DCC	2	17	20	915.59645673	H
DCC	2	18	20	1144.429127733	H
DCC	2	19	20	1092.980711699	H
DCC	2	20	20	705.7718969860001	H
DCC	2	21	20	766.301331991	H
DCC	2	22	20	781.2477705410001	H
DCC	2	23	20	638.014029621	H
DCC	2	24	20	593.8642897049998	H
DCC	2	25	20	501.9363145139999	H
DCC	2	26	20	478.895958094	H
DCC	2	27	20	464.86544061500007	H
DCC	2	28	20	431.81666405	H
DCC	2	29	20	391.51622699099994	H
DCC	2	30	20	386.69843585599995	H
DCC	2	31	20	384.444396111	H
DCC	2	32	20	343.792879084	X
DCC	2	33	20	0.0	X
DCC	2	34	20	0.0	X
DCC	2	35	20	0.0	X
DCC	2	36	20	0.0	X
DCC	2	37	20	0.0	X
DCC	2	38	20	0.0	X
DCC	2	39	20	0.0	X
DCC	2	40	20	0.0	X
DCC	2	41	20	0.0	X
DCC	2	42	20	0.0	X
DCC	2	43	20	0.0	X
DCC	2	1	21	2615.889893738	E
DCC	2	2	21	2626.543274498	E
DCC	2	3	21	2610.4581385170004	E
DCC	2	4	21	2623.3345524690003	E
DCC	2	5	21	2589.752151298	H
DCC	2	6	21	2040.65003046	H
DCC	2	7	21	1739.9442677860002	H
DCC	2	8	21	1672.3811955379997	H
DCC	2	9	21	1752.152865244	H
DCC	2	10	21	1626.575462665	H
DCC	2	11	21	1604.6418141519998	H
DCC	2	12	21	1461.714707913	H
DCC	2	13	21	1205.575327192	H
DCC	2	14	21	951.5378061319999	H
DCC	2	15	21	1158.6990381959997	H
DCC	2	16	21	967.926728746	H
DCC	2	17	21	933.2162494979999	H
DCC	2	18	21	1153.2747677690002	H
DCC	2	19	21	1107.8344546549997	H
DCC	2	20	21	713.623969904	H
DCC	2	21	21	770.6436220029999	H
DCC	2	22	21	783.47552629	H
DCC	2	23	21	649.5126104279999	H
DCC	2	24	21	602.881577024	H
DCC	2	25	21	509.288020299	H
DCC	2	26	21	482.82588192000003	H
DCC	2	27	21	471.8492036900001	H
DCC	2	28	21	436.163517119	H
DCC	2	29	21	420.407421006	H
DCC	2	30	21	392.199451074	H
DCC	2	31	21	387.35829863500004	H
DCC	2	32	21	0.0	X
DCC	2	33	21	0.0	X
DCC	2	34	21	0.0	X
DCC	2	35	21	0.0	X
DCC	2	36	21	0.0	X
DCC	2	37	21	0.0	X
DCC	2	38	21	0.0	X
DCC	2	39	21	0.0	X
DCC	2	40	21	0.0	X
DCC	2	41	21	0.0	X
DCC	2	42	21	0.0	X
DCC	2	43	21	0.0	X
DCC	2	1	22	2606.1887863129996	E
DCC	2	2	22	2605.8925129120007	E
DCC	2	3	22	2606.547298339	E
DCC	2	4	22	2606.973869079	E
DCC	2	5	22	2594.7238698069996	H
DCC	2	6	22	2044.4894945119997	H
DCC	2	7	22	1743.6211252319997	H
DCC	2	8	22	1675.275281297	H
DCC	2	9	22	1755.017036947	H
DCC	2	10	22	1629.5792551420002	H
DCC	2	11	22	1606.5310080959998	H
DCC	2	12	22	1463.1504224779997	H
DCC	2	13	22	1207.8239686579998	H
DCC	2	14	22	953.1496608829998	H
DCC	2	15	22	1160.304091723	H
DCC	2	16	22	970.4610585419999	H
DCC	2	17	22	935.0420199629999	H
DCC	2	18	22	1154.4388264680001	H
DCC	2	19	22	1109.1761815779998	H
DCC	2	20	22	715.074262751	H
DCC	2	21	22	771.6691755190001	H
DCC	2	22	22	784.4804703620001	H
DCC	2	23	22	650.8965058869999	H
DCC	2	24	22	604.138531792	H
DCC	2	25	22	510.63321364399997	H
DCC	2	26	22	483.46856984899995	H
DCC	2	27	22	472.679934271	H
DCC	2	28	22	436.76860511900003	H
DCC	2	29	22	421.10420372300007	H
DCC	2	30	22	392.8880572069999	H
DCC	2	31	22	388.194288984	H
DCC	2	32	22	0.0	X
DCC	2	33	22	0.0	X
DCC	2	34	22	0.0	X
DCC	2	35	22	0.0	X
DCC	2	36	22	0.0	X
DCC	2	37	22	0.0	X
DCC	2	38	22	0.0	X
DCC	2	39	22	0.0	X
DCC	2	40	22	0.0	X
DCC	2	41	22	0.0	X
DCC	2	42	22	0.0	X
DCC	2	43	22	0.0	X
DCC	2	1	23	2604.294057985	E
DCC	2	2	23	2604.3530432210005	E
DCC	2	3	23	2604.357091166	E
DCC	2	4	23	2604.4981424310004	E
DCC	2	5	23	2595.441761084	H
DCC	2	6	23	2044.9672402749998	H
DCC	2	7	23	1744.177831306	H
DCC	2	8	23	1675.733457905	H
DCC	2	9	23	1755.42145587	H
DCC	2	10	23	1630.03878215	H
DCC	2	11	23	1606.757141397	H
DCC	2	12	23	1463.371548444	H
DCC	2	13	23	1208.535001379	H
DCC	2	14	23	953.404045515	H
DCC	2	15	23	1160.6694624939998	H
DCC	2	16	23	970.8325104549998	H
DCC	2	17	23	935.3061784049999	H
DCC	2	18	23	1154.6461612189999	H
DCC	2	19	23	1109.3509020239999	H
DCC	2	20	23	715.287803475	H
DCC	2	21	23	771.8383164319999	H
DCC	2	22	23	784.739534093	H
DCC	2	23	23	651.092719144	H
DCC	2	24	23	604.3071044269999	H
DCC	2	25	23	510.83530831799993	H
DCC	2	26	23	483.5914777499999	H
DCC	2	27	23	472.7899724469999	H
DCC	2	28	23	436.86254706799997	H
DCC	2	29	23	421.210813891	H
DCC	2	30	23	393.01640198399997	H
DCC	2	31	23	388.33057339799996	X
DCC	2	32	23	0.0	X
DCC	2	33	23	0.0	X
DCC	2	34	23	0.0	X
DCC	2	35	23	0.0	X
DCC	2	36	23	0.0	X
DCC	2	37	23	0.0	X
DCC	2	38	23	0.0	X
DCC	2	39	23	0.0	X
DCC	2	40	23	0.0	X
DCC	2	41	23	0.0	X
DCC	2	42	23	0.0	X
DCC	2	43	23	0.0	X
DCC	2	1	24	2615.332680201	E
DCC	2	2	24	2615.072043002	E
DCC	2	3	24	2623.139570729	E
DCC	2	4	24	2629.4616925160003	E
DCC	2	5	24	2607.1723125660005	E
DCC	2	6	24	2061.1492087249994	H
DCC	2	7	24	1752.8185817390001	H
DCC	2	8	24	1708.0070246569999	H
DCC	2	9	24	1767.7612043689999	H
DCC	2	10	24	1642.3348465889997	H
DCC	2	11	24	1612.120058544	H
DCC	2	12	24	1475.268068261	H
DCC	2	13	24	1218.017237284	H
DCC	2	14	24	970.0158186560001	H
DCC	2	15	24	1175.293777826	H
DCC	2	16	24	987.8080414839999	H
DCC	2	17	24	958.823532923	H
DCC	2	18	24	1159.0783672169998	H
DCC	2	19	24	1117.5215852850001	H
DCC	2	20	24	725.313342442	H
DCC	2	21	24	775.609681012	H
DCC	2	22	24	792.09581638	H
DCC	2	23	24	663.1205337490001	H
DCC	2	24	24	612.6272288249997	H
DCC	2	25	24	523.195023827	H
DCC	2	26	24	500.49171112499994	H
DCC	2	27	24	482.91040505999996	H
DCC	2	28	24	447.702528107	H
DCC	2	29	24	424.298204399	H
DCC	2	30	24	398.16733990899996	H
DCC	2	31	24	0.0	X
DCC	2	32	24	0.0	X
DCC	2	33	24	0.0	X
DCC	2	34	24	0.0	X
DCC	2	35	24	0.0	X
DCC	2	36	24	0.0	X
DCC	2	37	24	0.0	X
DCC	2	38	24	0.0	X
DCC	2	39	24	0.0	X
DCC	2	40	24	0.0	X
DCC	2	41	24	0.0	X
DCC	2	42	24	0.0	X
DCC	2	43	24	0.0	X
DCC	2	1	25	2605.0574021820003	E
DCC	2	2	25	2605.5248999689993	E
DCC	2	3	25	2605.5989351119997	E
DCC	2	4	25	2606.62922029	E
DCC	2	5	25	2608.4642368020004	E
DCC	2	6	25	2064.765557363	H
DCC	2	7	25	1757.1806488409998	H
DCC	2	8	25	1711.688865895	H
DCC	2	9	25	1770.8926315989997	H
DCC	2	10	25	1646.6362514300001	H
DCC	2	11	25	1613.9153591240004	H
DCC	2	12	25	1477.0608268379997	H
DCC	2	13	25	1223.811365116	H
DCC	2	14	25	972.253494335	H
DCC	2	15	25	1178.2610593690001	H
DCC	2	16	25	991.025419377	H
DCC	2	17	25	960.8975276259999	H
DCC	2	18	25	1160.7196677460004	H
DCC	2	19	25	1118.8842558089998	H
DCC	2	20	25	726.9686360239999	H
DCC	2	21	25	776.9447084029999	H
DCC	2	22	25	794.1407930770001	H
DCC	2	23	25	664.7409336510001	H
DCC	2	24	25	614.038040654	H
DCC	2	25	25	525.006927677	H
DCC	2	26	25	501.51887420699995	H
DCC	2	27	25	483.794276194	H
DCC	2	28	25	448.49611329199985	H
DCC	2	29	25	425.06849508	H
DCC	2	30	25	399.2768284079999	X
DCC	2	31	25	0.0	X
DCC	2	32	25	0.0	X
DCC	2	33	25	0.0	X
DCC	2	34	25	0.0	X
DCC	2	35	25	0.0	X
DCC	2	36	25	0.0	X
DCC	2	37	25	0.0	X
DCC	2	38	25	0.0	X
DCC	2	39	25	0.0	X
DCC	2	40	25	0.0	X
DCC	2	41	25	0.0	X
DCC	2	42	25	0.0	X
DCC	2	43	25	0.0	X
DCC	2	1	26	2609.59016465	E
DCC	2	2	26	2610.9657158040004	E
DCC	2	3	26	2619.3399868690003	E
DCC	2	4	26	2619.0058470199997	E
DCC	2	5	26	2610.730434102	E
DCC	2	6	26	2079.392185449	H
DCC	2	7	26	1766.9377864120002	H
DCC	2	8	26	1734.4151134140002	H
DCC	2	9	26	1780.6371224079999	H
DCC	2	10	26	1663.238204176	H
DCC	2	11	26	1627.8605323159998	H
DCC	2	12	26	1492.456468015	H
DCC	2	13	26	1322.9341436979998	H
DCC	2	14	26	993.620753012	H
DCC	2	15	26	1197.8768343779998	H
DCC	2	16	26	996.6599413780001	H
DCC	2	17	26	968.0136747610001	H
DCC	2	18	26	1169.1198998	H
DCC	2	19	26	1127.589267294	H
DCC	2	20	26	727.382324468	H
DCC	2	21	26	789.7571236389999	H
DCC	2	22	26	799.8172951629998	H
DCC	2	23	26	676.3789842470002	H
DCC	2	24	26	619.219224106	H
DCC	2	25	26	534.596695171	H
DCC	2	26	26	507.351467162	H
DCC	2	27	26	487.859170986	H
DCC	2	28	26	453.638874115	H
DCC	2	29	26	426.97082798099996	H
DCC	2	30	26	0.0	X
DCC	2	31	26	0.0	X
DCC	2	32	26	0.0	X
DCC	2	33	26	0.0	X
DCC	2	34	26	0.0	X
DCC	2	35	26	0.0	X
DCC	2	36	26	0.0	X
DCC	2	37	26	0.0	X
DCC	2	38	26	0.0	X
DCC	2	39	26	0.0	X
DCC	2	40	26	0.0	X
DCC	2	41	26	0.0	X
DCC	2	42	26	0.0	X
DCC	2	43	26	0.0	X
DCC	2	1	27	2602.8525188280005	E
DCC	2	2	27	2603.3576925790007	E
DCC	2	3	27	2603.227416001	E
DCC	2	4	27	2604.9212725090006	E
DCC	2	5	27	2605.118790826	E
DCC	2	6	27	2082.4176660010003	H
DCC	2	7	27	1770.456114644	H
DCC	2	8	27	1737.4987578270002	H
DCC	2	9	27	1783.325210435	H
DCC	2	10	27	1667.557100588	H
DCC	2	11	27	1629.5254968569998	H
DCC	2	12	27	1494.043289986	H
DCC	2	13	27	1328.3570834500001	H
DCC	2	14	27	995.5026998599999	H
DCC	2	15	27	1200.413819694	H
DCC	2	16	27	999.30353791	H
DCC	2	17	27	969.7190329750001	H
DCC	2	18	27	1170.542368984	H
DCC	2	19	27	1128.7747241149998	H
DCC	2	20	27	728.6920715040001	H
DCC	2	21	27	790.91955358	H
DCC	2	22	27	801.6080525020001	H
DCC	2	23	27	677.7004049880001	H
DCC	2	24	27	620.4983109130001	H
DCC	2	25	27	536.221622458	H
DCC	2	26	27	508.21715882999996	H
DCC	2	27	27	488.650595276	H
DCC	2	28	27	454.3153369319999	H
DCC	2	29	27	427.598580874	X
DCC	2	30	27	0.0	X
DCC	2	31	27	0.0	X
DCC	2	32	27	0.0	X
DCC	2	33	27	0.0	X
DCC	2	34	27	0.0	X
DCC	2	35	27	0.0	X
DCC	2	36	27	0.0	X
DCC	2	37	27	0.0	X
DCC	2	38	27	0.0	X
DCC	2	39	27	0.0	X
DCC	2	40	27	0.0	X
DCC	2	41	27	0.0	X
DCC	2	42	27	0.0	X
DCC	2	43	27	0.0	X
DCC	2	1	28	2632.4188077219997	E
DCC	2	2	28	2622.022578653	E
DCC	2	3	28	2608.097801049	E
DCC	2	4	28	2623.123491772	E
DCC	2	5	28	2617.8038182380005	E
DCC	2	6	28	2103.236656446	H
DCC	2	7	28	1797.07609482	H
DCC	2	8	28	1753.8886665159998	H
DCC	2	9	28	1808.4765787250003	H
DCC	2	10	28	1674.999941387	H
DCC	2	11	28	1652.9840669789999	H
DCC	2	12	28	1505.730923864	H
DCC	2	13	28	1338.463927285	H
DCC	2	14	28	1006.7325678019998	H
DCC	2	15	28	1203.830263602	H
DCC	2	16	28	1008.8316187819997	H
DCC	2	17	28	993.3196246899998	H
DCC	2	18	28	1184.7277777360002	H
DCC	2	19	28	1137.1254717870002	H
DCC	2	20	28	751.8595640519999	H
DCC	2	21	28	809.0202489039999	H
DCC	2	22	28	804.455978063	H
DCC	2	23	28	687.5967413680002	H
DCC	2	24	28	640.048108773	H
DCC	2	25	28	549.2206211189999	H
DCC	2	26	28	512.227704703	H
DCC	2	27	28	500.4840165449999	H
DCC	2	28	28	458.97805825199987	H
DCC	2	29	28	0.0	X
DCC	2	30	28	0.0	X
DCC	2	31	28	0.0	X
DCC	2	32	28	0.0	X
DCC	2	33	28	0.0	X
DCC	2	34	28	0.0	X
DCC	2	35	28	0.0	X
DCC	2	36	28	0.0	X
DCC	2	37	28	0.0	X
DCC	2	38	28	0.0	X
DCC	2	39	28	0.0	X
DCC	2	40	28	0.0	X
DCC	2	41	28	0.0	X
DCC	2	42	28	0.0	X
DCC	2	43	28	0.0	X
DCC	2	1	29	2602.0054515780002	E
DCC	2	2	29	2603.9616828760004	E
DCC	2	3	29	2603.664706396	E
DCC	2	4	29	2606.425807734	E
DCC	2	5	29	2605.773046969	E
DCC	2	6	29	2109.5071309190002	H
DCC	2	7	29	1804.4549516470001	H
DCC	2	8	29	1759.116132182	H
DCC	2	9	29	1813.373877106	H
DCC	2	10	29	1682.116078115	H
DCC	2	11	29	1656.520039287	H
DCC	2	12	29	1508.2787672000002	H
DCC	2	13	29	1342.3643542569996	H
DCC	2	14	29	1009.5563824839999	H
DCC	2	15	29	1206.561389969	H
DCC	2	16	29	1013.6292250099999	H
DCC	2	17	29	996.3509938599999	H
DCC	2	18	29	1186.852280783	H
DCC	2	19	29	1139.6572305809998	H
DCC	2	20	29	754.759891011	H
DCC	2	21	29	810.9836446730001	H
DCC	2	22	29	806.335906318	H
DCC	2	23	29	690.1602157789999	H
DCC	2	24	29	642.66850584	H
DCC	2	25	29	551.8972498719999	H
DCC	2	26	29	513.5108416200001	H
DCC	2	27	29	502.01791527899996	H
DCC	2	28	29	460.15939234300004	X
DCC	2	29	29	0.0	X
DCC	2	30	29	0.0	X
DCC	2	31	29	0.0	X
DCC	2	32	29	0.0	X
DCC	2	33	29	0.0	X
DCC	2	34	29	0.0	X
DCC	2	35	29	0.0	X
DCC	2	36	29	0.0	X
DCC	2	37	29	0.0	X
DCC	2	38	29	0.0	X
DCC	2	39	29	0.0	X
DCC	2	40	29	0.0	X
DCC	2	41	29	0.0	X
DCC	2	42	29	0.0	X
DCC	2	43	29	0.0	X
DCC	2	1	30	2605.974818313	E
DCC	2	2	30	2609.4930229040006	E
DCC	2	3	30	2614.685014297	E
DCC	2	4	30	2618.930724109	E
DCC	2	5	30	2606.3325736480006	E
DCC	2	6	30	2143.130056728	H
DCC	2	7	30	1826.8010878589998	H
DCC	2	8	30	1783.365932444	H
DCC	2	9	30	1823.18949514	H
DCC	2	10	30	1695.2749215189997	H
DCC	2	11	30	1675.082627505	H
DCC	2	12	30	1527.7601533230002	H
DCC	2	13	30	1356.2767940640001	H
DCC	2	14	30	1042.4476675140002	H
DCC	2	15	30	1235.18737712	H
DCC	2	16	30	1019.333817696	H
DCC	2	17	30	1048.0937069049999	H
DCC	2	18	30	1190.6094426029997	H
DCC	2	19	30	1151.9406807060002	H
DCC	2	20	30	765.717080092	H
DCC	2	21	30	817.399273214	H
DCC	2	22	30	835.1960261639999	H
DCC	2	23	30	706.411787619	H
DCC	2	24	30	649.7895374330001	H
DCC	2	25	30	561.0463104969999	H
DCC	2	26	30	524.08799213	H
DCC	2	27	30	518.16999505	H
DCC	2	28	30	0.0	X
DCC	2	29	30	0.0	X
DCC	2	30	30	0.0	X
DCC	2	31	30	0.0	X
DCC	2	32	30	0.0	X
DCC	2	33	30	0.0	X
DCC	2	34	30	0.0	X
DCC	2	35	30	0.0	X
DCC	2	36	30	0.0	X
DCC	2	37	30	0.0	X
DCC	2	38	30	0.0	X
DCC	2	39	30	0.0	X
DCC	2	40	30	0.0	X
DCC	2	41	30	0.0	X
DCC	2	42	30	0.0	X
DCC	2	43	30	0.0	X
DCC	2	1	31	2599.001569091	E
DCC	2	2	31	2599.417988453	E
DCC	2	3	31	2599.4595231020003	E
DCC	2	4	31	2600.8936010300004	E
DCC	2	5	31	2601.6220135900003	E
DCC	2	6	31	2146.6531116970004	H
DCC	2	7	31	1830.8679988099998	H
DCC	2	8	31	1786.8373389359997	H
DCC	2	9	31	1826.2627793860001	H
DCC	2	10	31	1700.030453806	H
DCC	2	11	31	1677.067487972	H
DCC	2	12	31	1529.532471704	H
DCC	2	13	31	1361.7564789389999	H
DCC	2	14	31	1044.6592567169998	H
DCC	2	15	31	1237.8689369759998	H
DCC	2	16	31	1022.3647438749999	H
DCC	2	17	31	1050.202680286	H
DCC	2	18	31	1192.1852665039999	H
DCC	2	19	31	1153.311797002	H
DCC	2	20	31	767.2786589860001	H
DCC	2	21	31	818.702286051	H
DCC	2	22	31	837.044324669	H
DCC	2	23	31	707.9848202310001	H
DCC	2	24	31	651.2864052110001	H
DCC	2	25	31	562.9232345839999	H
DCC	2	26	31	525.069279377	H
DCC	2	27	31	519.1100640239999	H
DCC	2	28	31	0.0	X
DCC	2	29	31	0.0	X
DCC	2	30	31	0.0	X
DCC	2	31	31	0.0	X
DCC	2	32	31	0.0	X
DCC	2	33	31	0.0	X
DCC	2	34	31	0.0	X
DCC	2	35	31	0.0	X
DCC	2	36	31	0.0	X
DCC	2	37	31	0.0	X
DCC	2	38	31	0.0	X
DCC	2	39	31	0.0	X
DCC	2	40	31	0.0	X
DCC	2	41	31	0.0	X
DCC	2	42	31	0.0	X
DCC	2	43	31	0.0	X
DCC	2	1	32	2597.156720317	E
DCC	2	2	32	2597.38804477	E
DCC	2	3	32	2597.338581688	E
DCC	2	4	32	2597.874304192	E
DCC	2	5	32	2597.5854545830002	E
DCC	2	6	32	2147.5187991519997	H
DCC	2	7	32	1831.8828709159998	H
DCC	2	8	32	1787.631529666	H
DCC	2	9	32	1826.9994691890001	H
DCC	2	10	32	1701.441656019	H
DCC	2	11	32	1677.622209484	H
DCC	2	12	32	1529.9526990000002	H
DCC	2	13	32	1362.7257161000002	H
DCC	2	14	32	1045.1690645069998	H
DCC	2	15	32	1238.387366171	H
DCC	2	16	32	1023.1289614839999	H
DCC	2	17	32	1050.6802025859997	H
DCC	2	18	32	1192.533696102	H
DCC	2	19	32	1153.681517712	H
DCC	2	20	32	767.659560608	H
DCC	2	21	32	819.000593631	H
DCC	2	22	32	837.3920100639999	H
DCC	2	23	32	708.3774785400001	H
DCC	2	24	32	651.7016225839999	H
DCC	2	25	32	563.3857526680001	H
DCC	2	26	32	525.2759804660002	H
DCC	2	27	32	519.3561593429998	X
DCC	2	28	32	0.0	X
DCC	2	29	32	0.0	X
DCC	2	30	32	0.0	X
DCC	2	31	32	0.0	X
DCC	2	32	32	0.0	X
DCC	2	33	32	0.0	X
DCC	2	34	32	0.0	X
DCC	2	35	32	0.0	X
DCC	2	36	32	0.0	X
DCC	2	37	32	0.0	X
DCC	2	38	32	0.0	X
DCC	2	39	32	0.0	X
DCC	2	40	32	0.0	X
DCC	2	41	32	0.0	X
DCC	2	42	32	0.0	X
DCC	2	43	32	0.0	X
DCC	2	1	33	2604.6120752750003	E
DCC	2	2	33	2617.863081083	E
DCC	2	3	33	2603.584855234	E
DCC	2	4	33	2623.8668847059994	E
DCC	2	5	33	2609.385085862	E
DCC	2	6	33	2185.8659902740005	H
DCC	2	7	33	1857.8837062439998	H
DCC	2	8	33	1804.9902486899998	H
DCC	2	9	33	1853.8882686509999	H
DCC	2	10	33	1721.242603258	H
DCC	2	11	33	1699.7566561420003	H
DCC	2	12	33	1574.712989213	H
DCC	2	13	33	1369.5798364559998	H
DCC	2	14	33	1066.560280442	H
DCC	2	15	33	1243.9595817130003	H
DCC	2	16	33	1040.3255886820002	H
DCC	2	17	33	1068.964504048	H
DCC	2	18	33	1198.981322423	H
DCC	2	19	33	1190.572572771	H
DCC	2	20	33	792.347803057	H
DCC	2	21	33	831.7498581039999	H
DCC	2	22	33	844.2838441620002	H
DCC	2	23	33	728.164901375	H
DCC	2	24	33	667.984595362	H
DCC	2	25	33	587.208898783	H
DCC	2	26	33	533.7781444200001	H
DCC	2	27	33	0.0	X
DCC	2	28	33	0.0	X
DCC	2	29	33	0.0	X
DCC	2	30	33	0.0	X
DCC	2	31	33	0.0	X
DCC	2	32	33	0.0	X
DCC	2	33	33	0.0	X
DCC	2	34	33	0.0	X
DCC	2	35	33	0.0	X
DCC	2	36	33	0.0	X
DCC	2	37	33	0.0	X
DCC	2	38	33	0.0	X
DCC	2	39	33	0.0	X
DCC	2	40	33	0.0	X
DCC	2	41	33	0.0	X
DCC	2	42	33	0.0	X
DCC	2	43	33	0.0	X
DCC	2	1	34	2597.7406173609997	E
DCC	2	2	34	2597.9322918730004	E
DCC	2	3	34	2598.537457455	E
DCC	2	4	34	2599.653187399	E
DCC	2	5	34	2600.881308065	E
DCC	2	6	34	2190.9061027730004	H
DCC	2	7	34	1863.213268761	H
DCC	2	8	34	1809.1308460659998	H
DCC	2	9	34	1857.830407621	H
DCC	2	10	34	1727.463608621	H
DCC	2	11	34	1702.7059522700001	H
DCC	2	12	34	1576.926328401	H
DCC	2	13	34	1373.160827084	H
DCC	2	14	34	1069.3038765569997	H
DCC	2	15	34	1246.2948777410002	H
DCC	2	16	34	1044.387581319	H
DCC	2	17	34	1071.676957513	H
DCC	2	18	34	1200.6831566199999	H
DCC	2	19	34	1192.5314240289997	H
DCC	2	20	34	794.4321460319999	H
DCC	2	21	34	833.2568427949999	H
DCC	2	22	34	845.6871303360001	H
DCC	2	23	34	730.3516526189999	H
DCC	2	24	34	670.148951772	H
DCC	2	25	34	589.666640362	H
DCC	2	26	34	534.8169574279999	X
DCC	2	27	34	0.0	X
DCC	2	28	34	0.0	X
DCC	2	29	34	0.0	X
DCC	2	30	34	0.0	X
DCC	2	31	34	0.0	X
DCC	2	32	34	0.0	X
DCC	2	33	34	0.0	X
DCC	2	34	34	0.0	X
DCC	2	35	34	0.0	X
DCC	2	36	34	0.0	X
DCC	2	37	34	0.0	X
DCC	2	38	34	0.0	X
DCC	2	39	34	0.0	X
DCC	2	40	34	0.0	X
DCC	2	41	34	0.0	X
DCC	2	42	34	0.0	X
DCC	2	43	34	0.0	X
DCC	2	1	35	2614.278340047	E
DCC	2	2	35	2607.640506132	E
DCC	2	3	35	2626.609035059	E
DCC	2	4	35	2628.609730813	E
DCC	2	5	35	2604.882635684	E
DCC	2	6	35	2205.733994177	H
DCC	2	7	35	1889.436896535	H
DCC	2	8	35	1857.349291194	H
DCC	2	9	35	1872.5823562909998	H
DCC	2	10	35	1747.41541445	H
DCC	2	11	35	1709.2036873840002	H
DCC	2	12	35	1600.7247343469999	H
DCC	2	13	35	1417.55513464	H
DCC	2	14	35	1105.4307211550001	H
DCC	2	15	35	1267.596681311	H
DCC	2	16	35	1060.6056056240002	H
DCC	2	17	35	1101.6055606520001	H
DCC	2	18	35	1210.11684311	H
DCC	2	19	35	1202.022571159	H
DCC	2	20	35	810.889179772	H
DCC	2	21	35	848.047195578	H
DCC	2	22	35	865.581095999	H
DCC	2	23	35	735.840397762	H
DCC	2	24	35	674.398161906	H
DCC	2	25	35	603.656209667	H
DCC	2	26	35	0.0	X
DCC	2	27	35	0.0	X
DCC	2	28	35	0.0	X
DCC	2	29	35	0.0	X
DCC	2	30	35	0.0	X
DCC	2	31	35	0.0	X
DCC	2	32	35	0.0	X
DCC	2	33	35	0.0	X
DCC	2	34	35	0.0	X
DCC	2	35	35	0.0	X
DCC	2	36	35	0.0	X
DCC	2	37	35	0.0	X
DCC	2	38	35	0.0	X
DCC	2	39	35	0.0	X
DCC	2	40	35	0.0	X
DCC	2	41	35	0.0	X
DCC	2	42	35	0.0	X
DCC	2	43	35	0.0	X
DCC	2	1	36	2594.7077999199996	E
DCC	2	2	36	2596.11571566	E
DCC	2	3	36	2595.7865459359996	E
DCC	2	4	36	2598.3589217159997	E
DCC	2	5	36	2599.4210462110004	E
DCC	2	6	36	2211.7655502340003	H
DCC	2	7	36	1897.0147302469998	H
DCC	2	8	36	1863.7366578960002	H
DCC	2	9	36	1877.997232343	H
DCC	2	10	36	1755.4794962849999	H
DCC	2	11	36	1712.5081460179997	H
DCC	2	12	36	1604.028616005	H
DCC	2	13	36	1428.3213620959998	H
DCC	2	14	36	1109.420216823	H
DCC	2	15	36	1272.760745063	H
DCC	2	16	36	1066.0382516070001	H
DCC	2	17	36	1105.552755859	H
DCC	2	18	36	1213.0709772389998	H
DCC	2	19	36	1204.4143423699998	H
DCC	2	20	36	813.9126270549998	H
DCC	2	21	36	850.445793829	H
DCC	2	22	36	869.3718774460001	H
DCC	2	23	36	738.705837692	H
DCC	2	24	36	677.087124618	H
