body_code	race_id	candidate_id	iteration	votes	status_code
ADHB	1	16	6	2736.0	H
ADHB	1	17	6	2518.0	H
ADHB	1	18	6	2462.0	H
ADHB	1	19	6	2317.0	H
ADHB	1	20	6	2156.0	H
ADHB	1	21	6	1766.0	H
ADHB	1	22	6	1601.0	H
ADHB	1	23	6	1549.0	X
ADHB	1	24	6	0.0	X
ADHB	1	25	6	0.0	X
ADHB	1	26	6	0.0	X
ADHB	1	27	6	0.0	X
ADHB	1	28	6	0.0	X
ADHB	1	1	7	11838.0	H
ADHB	1	2	7	9225.0	H
ADHB	1	3	7	7018.0	H
ADHB	1	4	7	6975.0	H
ADHB	1	5	7	6564.0	H
ADHB	1	6	7	4925.0	H
ADHB	1	7	7	5291.0	H
ADHB	1	8	7	4725.0	H
ADHB	1	9	7	3677.0	H
ADHB	1	10	7	4559.0	H
ADHB	1	11	7	4544.0	H
ADHB	1	12	7	4690.0	H
ADHB	1	13	7	3063.0	H
ADHB	1	14	7	3192.0	H
ADHB	1	15	7	3118.0	H
ADHB	1	16	7	2885.0	H
ADHB	1	17	7	2570.0	H
ADHB	1	18	7	2534.0	H
ADHB	1	19	7	2370.0	H
ADHB	1	20	7	2190.0	H
ADHB	1	21	7	1851.0	H
ADHB	1	22	7	1644.0	X
ADHB	1	23	7	0.0	X
ADHB	1	24	7	0.0	X
ADHB	1	25	7	0.0	X
ADHB	1	26	7	0.0	X
ADHB	1	27	7	0.0	X
ADHB	1	28	7	0.0	X
ADHB	1	1	8	11972.0	H
ADHB	1	2	8	9259.0	H
ADHB	1	3	8	7192.0	H
ADHB	1	4	8	7034.0	H
ADHB	1	5	8	6696.0	H
ADHB	1	6	8	4961.0	H
ADHB	1	7	8	5458.0	H
ADHB	1	8	8	4777.0	H
ADHB	1	9	8	3713.0	H
ADHB	1	10	8	4610.0	H
ADHB	1	11	8	4603.0	H
ADHB	1	12	8	4716.0	H
ADHB	1	13	8	3174.0	H
ADHB	1	14	8	3262.0	H
ADHB	1	15	8	3148.0	H
ADHB	1	16	8	2964.0	H
ADHB	1	17	8	2612.0	H
ADHB	1	18	8	2588.0	H
ADHB	1	19	8	2405.0	H
ADHB	1	20	8	2304.0	H
ADHB	1	21	8	1904.0	X
ADHB	1	22	8	0.0	X
ADHB	1	23	8	0.0	X
ADHB	1	24	8	0.0	X
ADHB	1	25	8	0.0	X
ADHB	1	26	8	0.0	X
ADHB	1	27	8	0.0	X
ADHB	1	28	8	0.0	X
ADHB	1	1	9	12079.0	H
ADHB	1	2	9	9505.0	H
ADHB	1	3	9	7259.0	H
ADHB	1	4	9	7079.0	H
ADHB	1	5	9	6790.0	H
ADHB	1	6	9	5020.0	H
ADHB	1	7	9	5571.0	H
ADHB	1	8	9	4854.0	H
ADHB	1	9	9	3800.0	H
ADHB	1	10	9	4730.0	H
ADHB	1	11	9	4660.0	H
ADHB	1	12	9	4786.0	H
ADHB	1	13	9	3290.0	H
ADHB	1	14	9	3341.0	H
ADHB	1	15	9	3209.0	H
ADHB	1	16	9	3026.0	H
ADHB	1	17	9	2667.0	H
ADHB	1	18	9	2665.0	H
ADHB	1	19	9	2454.0	H
ADHB	1	20	9	2379.0	X
ADHB	1	21	9	0.0	X
ADHB	1	22	9	0.0	X
ADHB	1	23	9	0.0	X
ADHB	1	24	9	0.0	X
ADHB	1	25	9	0.0	X
ADHB	1	26	9	0.0	X
ADHB	1	27	9	0.0	X
ADHB	1	28	9	0.0	X
ADHB	1	1	10	12208.0	H
ADHB	1	2	10	9657.0	H
ADHB	1	3	10	7377.0	H
ADHB	1	4	10	7207.0	H
ADHB	1	5	10	6889.0	H
ADHB	1	6	10	5087.0	H
ADHB	1	7	10	5970.0	H
ADHB	1	8	10	4952.0	H
ADHB	1	9	10	3858.0	H
ADHB	1	10	10	4810.0	H
ADHB	1	11	10	4721.0	H
ADHB	1	12	10	4847.0	H
ADHB	1	13	10	3563.0	H
ADHB	1	14	10	3404.0	H
ADHB	1	15	10	3272.0	H
ADHB	1	16	10	3126.0	H
ADHB	1	17	10	2730.0	H
ADHB	1	18	10	2792.0	H
ADHB	1	19	10	2540.0	X
ADHB	1	20	10	0.0	X
ADHB	1	21	10	0.0	X
ADHB	1	22	10	0.0	X
ADHB	1	23	10	0.0	X
ADHB	1	24	10	0.0	X
ADHB	1	25	10	0.0	X
ADHB	1	26	10	0.0	X
ADHB	1	27	10	0.0	X
ADHB	1	28	10	0.0	X
ADHB	1	1	11	12546.0	E
ADHB	1	2	11	9761.0	H
ADHB	1	3	11	7702.0	H
ADHB	1	4	11	7264.0	H
ADHB	1	5	11	6949.0	H
ADHB	1	6	11	5367.0	H
ADHB	1	7	11	6050.0	H
ADHB	1	8	11	4989.0	H
ADHB	1	9	11	4061.0	H
ADHB	1	10	11	4868.0	H
ADHB	1	11	11	4746.0	H
ADHB	1	12	11	4874.0	H
ADHB	1	13	11	3698.0	H
ADHB	1	14	11	3467.0	H
ADHB	1	15	11	3572.0	H
ADHB	1	16	11	3178.0	H
ADHB	1	17	11	2932.0	H
ADHB	1	18	11	2877.0	H
ADHB	1	19	11	0.0	X
ADHB	1	20	11	0.0	X
ADHB	1	21	11	0.0	X
ADHB	1	22	11	0.0	X
ADHB	1	23	11	0.0	X
ADHB	1	24	11	0.0	X
ADHB	1	25	11	0.0	X
ADHB	1	26	11	0.0	X
ADHB	1	27	11	0.0	X
ADHB	1	28	11	0.0	X
ADHB	1	1	12	12362.625004248	E
ADHB	1	2	12	9768.351954636	H
ADHB	1	3	12	7746.9448519	H
ADHB	1	4	12	7272.272775992	H
ADHB	1	5	12	6966.115584252	H
ADHB	1	6	12	5381.513898516	H
ADHB	1	7	12	6060.187499764	H
ADHB	1	8	12	4994.101057988	H
ADHB	1	9	12	4068.439651908	H
ADHB	1	10	12	4872.940279656	H
ADHB	1	11	12	4763.700232732	H
ADHB	1	12	12	4875.75394544	H
ADHB	1	13	12	3706.579716444	H
ADHB	1	14	12	3469.353210132	H
ADHB	1	15	12	3584.540709896	H
ADHB	1	16	12	3180.85016134	H
ADHB	1	17	12	2939.38118706	H
ADHB	1	18	12	2879.660150584	X
ADHB	1	19	12	0.0	X
ADHB	1	20	12	0.0	X
ADHB	1	21	12	0.0	X
ADHB	1	22	12	0.0	X
ADHB	1	23	12	0.0	X
ADHB	1	24	12	0.0	X
ADHB	1	25	12	0.0	X
ADHB	1	26	12	0.0	X
ADHB	1	27	12	0.0	X
ADHB	1	28	12	0.0	X
ADHB	1	1	13	12565.622581317	E
ADHB	1	2	13	10080.051660428	H
ADHB	1	3	13	7920.061962485	H
ADHB	1	4	13	7387.52183038	H
ADHB	1	5	13	7085.543216334	H
ADHB	1	6	13	5514.060131275	H
ADHB	1	7	13	6294.622902353	H
ADHB	1	8	13	5081.215947905	H
ADHB	1	9	13	4161.625568909	H
ADHB	1	10	13	5001.260026338	H
ADHB	1	11	13	4828.336628128	H
ADHB	1	12	13	4962.895372619	H
ADHB	1	13	13	3947.992000332	H
ADHB	1	14	13	3574.512470681	H
ADHB	1	15	13	3712.003137735	H
ADHB	1	16	13	3322.08549031	H
ADHB	1	17	13	2997.49333361	X
ADHB	1	18	13	0.0	X
ADHB	1	19	13	0.0	X
ADHB	1	20	13	0.0	X
ADHB	1	21	13	0.0	X
ADHB	1	22	13	0.0	X
ADHB	1	23	13	0.0	X
ADHB	1	24	13	0.0	X
ADHB	1	25	13	0.0	X
ADHB	1	26	13	0.0	X
ADHB	1	27	13	0.0	X
ADHB	1	28	13	0.0	X
ADHB	1	1	14	12626.869822116	E
ADHB	1	2	14	10184.724385252	H
ADHB	1	3	14	8373.010256896	H
ADHB	1	4	14	7468.708846548	H
ADHB	1	5	14	7201.507632388	H
ADHB	1	6	14	5887.698967752	H
ADHB	1	7	14	6468.088224344	H
ADHB	1	8	14	5149.65735952	H
ADHB	1	9	14	4602.451274444	H
ADHB	1	10	14	5105.149590168	H
ADHB	1	11	14	4915.30075832	H
ADHB	1	12	14	5028.851987816	H
ADHB	1	13	14	4035.396494484	H
ADHB	1	14	14	3680.68027308	H
ADHB	1	15	14	4057.495386616	H
ADHB	1	16	14	3411.875690368	H
ADHB	1	17	14	0.0	X
ADHB	1	18	14	0.0	X
ADHB	1	19	14	0.0	X
ADHB	1	20	14	0.0	X
ADHB	1	21	14	0.0	X
ADHB	1	22	14	0.0	X
ADHB	1	23	14	0.0	X
ADHB	1	24	14	0.0	X
ADHB	1	25	14	0.0	X
ADHB	1	26	14	0.0	X
ADHB	1	27	14	0.0	X
ADHB	1	28	14	0.0	X
ADHB	1	1	15	12274.683379587	E
ADHB	1	2	15	10199.821549939	H
ADHB	1	3	15	8462.570620672	H
ADHB	1	4	15	7484.559523911	H
ADHB	1	5	15	7234.043233291	H
ADHB	1	6	15	5919.615611814	H
ADHB	1	7	15	6488.056310258	H
ADHB	1	8	15	5159.34537964	H
ADHB	1	9	15	4620.401022833	H
ADHB	1	10	15	5115.214366626	H
ADHB	1	11	15	4949.20882874	H
ADHB	1	12	15	5032.565728862	H
ADHB	1	13	15	4052.538907863	H
ADHB	1	14	15	3685.79339481	H
ADHB	1	15	15	4085.429177962	H
ADHB	1	16	15	3417.903791776	X
ADHB	1	17	15	0.0	X
ADHB	1	18	15	0.0	X
ADHB	1	19	15	0.0	X
ADHB	1	20	15	0.0	X
ADHB	1	21	15	0.0	X
ADHB	1	22	15	0.0	X
ADHB	1	23	15	0.0	X
ADHB	1	24	15	0.0	X
ADHB	1	25	15	0.0	X
ADHB	1	26	15	0.0	X
ADHB	1	27	15	0.0	X
ADHB	1	28	15	0.0	X
ADHB	1	1	16	12466.839197366	E
ADHB	1	2	16	10312.461278046	H
ADHB	1	3	16	8725.736739233	H
ADHB	1	4	16	7589.203455154	H
ADHB	1	5	16	7330.095807253	H
ADHB	1	6	16	6078.344689697	H
ADHB	1	7	16	6937.656517802	H
ADHB	1	8	16	5218.083846681	H
ADHB	1	9	16	4917.17663381	H
ADHB	1	10	16	5281.639361956	H
ADHB	1	11	16	5021.580161469	H
ADHB	1	12	16	5088.897547373	H
ADHB	1	13	16	4385.438926926	H
ADHB	1	14	16	4344.626313809	H
ADHB	1	15	16	4209.389391937	H
ADHB	1	16	16	0.0	X
ADHB	1	17	16	0.0	X
ADHB	1	18	16	0.0	X
ADHB	1	19	16	0.0	X
ADHB	1	20	16	0.0	X
ADHB	1	21	16	0.0	X
ADHB	1	22	16	0.0	X
ADHB	1	23	16	0.0	X
ADHB	1	24	16	0.0	X
ADHB	1	25	16	0.0	X
ADHB	1	26	16	0.0	X
ADHB	1	27	16	0.0	X
ADHB	1	28	16	0.0	X
ADHB	1	1	17	12238.39624465	E
ADHB	1	2	17	10322.53105165	H
ADHB	1	3	17	8784.213598575	H
ADHB	1	4	17	7599.75437835	H
ADHB	1	5	17	7351.111734075	H
ADHB	1	6	17	6099.429352175	H
ADHB	1	7	17	6951.09433855	H
ADHB	1	8	17	5224.459078775	H
ADHB	1	9	17	4929.37721275	H
ADHB	1	10	17	5288.4441919	H
ADHB	1	11	17	5043.558387475	H
ADHB	1	12	17	5091.354847075	H
ADHB	1	13	17	4396.88341365	H
ADHB	1	14	17	4348.389590975	H
ADHB	1	15	17	4227.724628175	X
ADHB	1	16	17	0.0	X
ADHB	1	17	17	0.0	X
ADHB	1	18	17	0.0	X
ADHB	1	19	17	0.0	X
ADHB	1	20	17	0.0	X
ADHB	1	21	17	0.0	X
ADHB	1	22	17	0.0	X
ADHB	1	23	17	0.0	X
ADHB	1	24	17	0.0	X
ADHB	1	25	17	0.0	X
ADHB	1	26	17	0.0	X
ADHB	1	27	17	0.0	X
ADHB	1	28	17	0.0	X
ADHB	1	1	18	12941.270654983	E
ADHB	1	2	18	10578.915304239	H
ADHB	1	3	18	9493.378786752	H
ADHB	1	4	18	7699.563757268	H
ADHB	1	5	18	7453.252984143	H
ADHB	1	6	18	6762.502487215	H
ADHB	1	7	18	7160.543812631	H
ADHB	1	8	18	5312.847072044	H
ADHB	1	9	18	5535.398398387	H
ADHB	1	10	18	5404.073149408	H
ADHB	1	11	18	5121.830608478	H
ADHB	1	12	18	5167.004917213	H
ADHB	1	13	18	4576.560000412	H
ADHB	1	14	18	4485.068232195	H
ADHB	1	15	18	0.0	X
ADHB	1	16	18	0.0	X
ADHB	1	17	18	0.0	X
ADHB	1	18	18	0.0	X
ADHB	1	19	18	0.0	X
ADHB	1	20	18	0.0	X
ADHB	1	21	18	0.0	X
ADHB	1	22	18	0.0	X
ADHB	1	23	18	0.0	X
ADHB	1	24	18	0.0	X
ADHB	1	25	18	0.0	X
ADHB	1	26	18	0.0	X
ADHB	1	27	18	0.0	X
ADHB	1	28	18	0.0	X
ADHB	1	1	19	12211.526281715	E
ADHB	1	2	19	10612.809825595	H
ADHB	1	3	19	9696.01923296	H
ADHB	1	4	19	7732.57587914	H
ADHB	1	5	19	7518.706263515	H
ADHB	1	6	19	6856.192550075	H
ADHB	1	7	19	7203.989010755	H
ADHB	1	8	19	5332.98654262	H
ADHB	1	9	19	5589.847637135	H
ADHB	1	10	19	5425.66598384	H
ADHB	1	11	19	5189.61965119	H
ADHB	1	12	19	5174.842700865	H
ADHB	1	13	19	4614.13983726	H
ADHB	1	14	19	4498.823282975	X
ADHB	1	15	19	0.0	X
ADHB	1	16	19	0.0	X
ADHB	1	17	19	0.0	X
ADHB	1	18	19	0.0	X
ADHB	1	19	19	0.0	X
ADHB	1	20	19	0.0	X
ADHB	1	21	19	0.0	X
ADHB	1	22	19	0.0	X
ADHB	1	23	19	0.0	X
ADHB	1	24	19	0.0	X
ADHB	1	25	19	0.0	X
ADHB	1	26	19	0.0	X
ADHB	1	27	19	0.0	X
ADHB	1	28	19	0.0	X
ADHB	1	1	20	12522.405534478	E
ADHB	1	2	20	10879.039374476	H
ADHB	1	3	20	10155.44595655	H
ADHB	1	4	20	7938.327078813	H
ADHB	1	5	20	7727.91241579	H
ADHB	1	6	20	7224.785457104	H
ADHB	1	7	20	7690.962965288	H
ADHB	1	8	20	5439.290875247	H
ADHB	1	9	20	6050.574577528	H
ADHB	1	10	20	5662.086337491	H
ADHB	1	11	20	5305.576162983	H
ADHB	1	12	20	5320.469553313	H
ADHB	1	13	20	4907.918003301	H
ADHB	1	14	20	0.0	X
ADHB	1	15	20	0.0	X
ADHB	1	16	20	0.0	X
ADHB	1	17	20	0.0	X
ADHB	1	18	20	0.0	X
ADHB	1	19	20	0.0	X
ADHB	1	20	20	0.0	X
ADHB	1	21	20	0.0	X
ADHB	1	22	20	0.0	X
ADHB	1	23	20	0.0	X
ADHB	1	24	20	0.0	X
ADHB	1	25	20	0.0	X
ADHB	1	26	20	0.0	X
ADHB	1	27	20	0.0	X
ADHB	1	28	20	0.0	X
ADHB	1	1	21	12103.099296938	E
ADHB	1	2	21	10898.693445796	H
ADHB	1	3	21	10273.19594005	H
ADHB	1	4	21	7957.603187223	H
ADHB	1	5	21	7765.41796609	H
ADHB	1	6	21	7280.142486384	H
ADHB	1	7	21	7716.780739448	H
ADHB	1	8	21	5450.833281037	H
ADHB	1	9	21	6083.370128488	H
ADHB	1	10	21	5674.908002361	H
ADHB	1	11	21	5344.331898293	H
ADHB	1	12	21	5325.208626723	H
ADHB	1	13	21	4929.752629871	X
ADHB	1	14	21	0.0	X
ADHB	1	15	21	0.0	X
ADHB	1	16	21	0.0	X
ADHB	1	17	21	0.0	X
ADHB	1	18	21	0.0	X
ADHB	1	19	21	0.0	X
ADHB	1	20	21	0.0	X
ADHB	1	21	21	0.0	X
ADHB	1	22	21	0.0	X
ADHB	1	23	21	0.0	X
ADHB	1	24	21	0.0	X
ADHB	1	25	21	0.0	X
ADHB	1	26	21	0.0	X
ADHB	1	27	21	0.0	X
ADHB	1	28	21	0.0	X
ADHB	1	1	22	12500.632089393	E
ADHB	1	2	22	11519.623932398	H
ADHB	1	3	22	10703.739290972	H
ADHB	1	4	22	8177.453291123	H
ADHB	1	5	22	7967.891977038	H
ADHB	1	6	22	7590.676990464	H
ADHB	1	7	22	8773.126295976	H
ADHB	1	8	22	5592.024165455	H
ADHB	1	9	22	6337.194488925	H
ADHB	1	10	22	5927.199745756	H
ADHB	1	11	22	5502.272453991	H
ADHB	1	12	22	5472.516968786	H
ADHB	1	13	22	0.0	X
ADHB	1	14	22	0.0	X
ADHB	1	15	22	0.0	X
ADHB	1	16	22	0.0	X
ADHB	1	17	22	0.0	X
ADHB	1	18	22	0.0	X
ADHB	1	19	22	0.0	X
ADHB	1	20	22	0.0	X
ADHB	1	21	22	0.0	X
ADHB	1	22	22	0.0	X
ADHB	1	23	22	0.0	X
ADHB	1	24	22	0.0	X
ADHB	1	25	22	0.0	X
ADHB	1	26	22	0.0	X
ADHB	1	27	22	0.0	X
ADHB	1	28	22	0.0	X
ADHB	1	1	23	12008.043973617	E
ADHB	1	2	23	11548.916708462	H
ADHB	1	3	23	10842.731199068	H
ADHB	1	4	23	8200.960247987	H
ADHB	1	5	23	8013.054428622	H
ADHB	1	6	23	7658.387606016	H
ADHB	1	7	23	8807.246098344	H
ADHB	1	8	23	5606.406058895	H
ADHB	1	9	23	6377.695223325	H
ADHB	1	10	23	5943.466163164	H
ADHB	1	11	23	5548.129203879	H
ADHB	1	12	23	5479.195457234	X
ADHB	1	13	23	0.0	X
ADHB	1	14	23	0.0	X
ADHB	1	15	23	0.0	X
ADHB	1	16	23	0.0	X
ADHB	1	17	23	0.0	X
ADHB	1	18	23	0.0	X
ADHB	1	19	23	0.0	X
ADHB	1	20	23	0.0	X
ADHB	1	21	23	0.0	X
ADHB	1	22	23	0.0	X
ADHB	1	23	23	0.0	X
ADHB	1	24	23	0.0	X
ADHB	1	25	23	0.0	X
ADHB	1	26	23	0.0	X
ADHB	1	27	23	0.0	X
ADHB	1	28	23	0.0	X
ADHB	1	1	24	12192.815286471	E
ADHB	1	2	24	12537.495050477	E
ADHB	1	3	24	11021.702303315	H
ADHB	1	4	24	9109.328630524	H
ADHB	1	5	24	8316.502671234	H
ADHB	1	6	24	7958.8710015570005	H
ADHB	1	7	24	9003.94698978	H
ADHB	1	8	24	6418.761801206	H
ADHB	1	9	24	6544.250595476	H
ADHB	1	10	24	6189.002046825	H
ADHB	1	11	24	6166.862698525	H
ADHB	1	12	24	0.0	X
ADHB	1	13	24	0.0	X
ADHB	1	14	24	0.0	X
ADHB	1	15	24	0.0	X
ADHB	1	16	24	0.0	X
ADHB	1	17	24	0.0	X
ADHB	1	18	24	0.0	X
ADHB	1	19	24	0.0	X
ADHB	1	20	24	0.0	X
ADHB	1	21	24	0.0	X
ADHB	1	22	24	0.0	X
ADHB	1	23	24	0.0	X
ADHB	1	24	24	0.0	X
ADHB	1	25	24	0.0	X
ADHB	1	26	24	0.0	X
ADHB	1	27	24	0.0	X
ADHB	1	28	24	0.0	X
ADHB	1	1	25	11975.442071053	E
ADHB	1	2	25	11947.655040038	E
ADHB	1	3	25	11127.277193233	H
ADHB	1	4	25	9208.166736422	H
ADHB	1	5	25	8377.654116817	H
ADHB	1	6	25	8039.16813022	H
ADHB	1	7	25	9069.740614058	H
ADHB	1	8	25	6525.22843858	H
ADHB	1	9	25	6603.26513819	H
ADHB	1	10	25	6259.415049855	H
ADHB	1	11	25	6250.875773024	H
ADHB	1	12	25	0.0	X
ADHB	1	13	25	0.0	X
ADHB	1	14	25	0.0	X
ADHB	1	15	25	0.0	X
ADHB	1	16	25	0.0	X
ADHB	1	17	25	0.0	X
ADHB	1	18	25	0.0	X
ADHB	1	19	25	0.0	X
ADHB	1	20	25	0.0	X
ADHB	1	21	25	0.0	X
ADHB	1	22	25	0.0	X
ADHB	1	23	25	0.0	X
ADHB	1	24	25	0.0	X
ADHB	1	25	25	0.0	X
ADHB	1	26	25	0.0	X
ADHB	1	27	25	0.0	X
ADHB	1	28	25	0.0	X
ADHB	1	1	26	11924.729312982	E
ADHB	1	2	26	11926.033554899	E
ADHB	1	3	26	11143.331270942	H
ADHB	1	4	26	9214.280686442	H
ADHB	1	5	26	8384.078345969	H
ADHB	1	6	26	8048.232946737	H
ADHB	1	7	26	9075.365595858	H
ADHB	1	8	26	6530.863154226	H
ADHB	1	9	26	6609.146870294	H
ADHB	1	10	26	6263.762066526	H
ADHB	1	11	26	6258.262684361	H
ADHB	1	12	26	0.0	X
ADHB	1	13	26	0.0	X
ADHB	1	14	26	0.0	X
ADHB	1	15	26	0.0	X
ADHB	1	16	26	0.0	X
ADHB	1	17	26	0.0	X
ADHB	1	18	26	0.0	X
ADHB	1	19	26	0.0	X
ADHB	1	20	26	0.0	X
ADHB	1	21	26	0.0	X
ADHB	1	22	26	0.0	X
ADHB	1	23	26	0.0	X
ADHB	1	24	26	0.0	X
ADHB	1	25	26	0.0	X
ADHB	1	26	26	0.0	X
ADHB	1	27	26	0.0	X
ADHB	1	28	26	0.0	X
ADHB	1	1	27	11922.527308342	E
ADHB	1	2	27	11922.4041672	E
ADHB	1	3	27	11144.226377014	H
ADHB	1	4	27	9214.939060038	H
ADHB	1	5	27	8384.539208938	H
ADHB	1	6	27	8048.850896066	H
ADHB	1	7	27	9075.835391864	H
ADHB	1	8	27	6531.553050788	H
ADHB	1	9	27	6609.585317668	H
ADHB	1	10	27	6264.23135817	H
ADHB	1	11	27	6258.866933932	X
ADHB	1	12	27	0.0	X
ADHB	1	13	27	0.0	X
ADHB	1	14	27	0.0	X
ADHB	1	15	27	0.0	X
ADHB	1	16	27	0.0	X
ADHB	1	17	27	0.0	X
ADHB	1	18	27	0.0	X
ADHB	1	19	27	0.0	X
ADHB	1	20	27	0.0	X
ADHB	1	21	27	0.0	X
ADHB	1	22	27	0.0	X
ADHB	1	23	27	0.0	X
ADHB	1	24	27	0.0	X
ADHB	1	25	27	0.0	X
ADHB	1	26	27	0.0	X
ADHB	1	27	27	0.0	X
ADHB	1	28	27	0.0	X
ADHB	1	1	28	12358.955290006	E
ADHB	1	2	28	12727.633767237	E
ADHB	1	3	28	11798.577214293	H
ADHB	1	4	28	10339.071612068	H
ADHB	1	5	28	9213.064802981	H
ADHB	1	6	28	8227.981343917	H
ADHB	1	7	28	9398.90574648	H
ADHB	1	8	28	7591.733017486	H
