CANDIDATE	STATUS	ITER	VOTES	NTV	QUOTA	KEEP
Pannett Iona	elected	1	4,387.000000000	0.000000000	2,944.750000001	0.598648824
Young Nicola	elected	4	2,934.604963697	270.006438796	2,877.248390302	0.885863249
Dawson Brian	elected	9	2,913.969129435	829.910555296	2,737.272361177	1.000000000
Scannell Mazz	excluded	9	2,153.967010343	829.910555296	2,737.272361177	0.000000000
Jansen Tony	excluded	8	883.465828114	529.684865017	2,812.328783746	0.000000000
Hollard Milton	excluded	7	664.974223326	423.772783248	2,838.806804189	0.000000000
Gee Dave	excluded	5	487.368072641	293.409268080	2,871.397682981	0.000000000
Mihaka Troy	excluded	3	420.108453986	206.105813418	2,893.223546646	0.000000000
