CANDIDATE	STATUS	ITER	VOTES	NTV	QUOTA	KEEP
Baker Anita	elected	2	7058.0	1387.0	5893.0	1.0
Burke John	excluded	2	4728.0	1387.0	5893.0	0.0
Taurima Willie	excluded	1	3309.0	0.0	6587.0	0.0
