CANDIDATE	STATUS	ITER	VOTES	NTV	QUOTA	KEEP
BRASH Jenny	elected	1	7,705.000000000	0	5,667.666666667	0.735582955
DONALDSON Barbara	elected	2	5,634.746743760	485.205277575	5,505.931574142	1
SCHERZER Joern	excluded	2	2,976.854466585	485.205277575	5,505.931574142	0
MILLS Heidi	excluded	2	2,238.526843805	485.205277575	5,505.931574142	0
