ITER	CANDIDATE	VOTES
1	Wilde Fran	14,166.000000000
1	Kedgley Sue	9,423.000000000
1	Brown Eileen	7,196.000000000
1	Coffey 'Ana	6,534.000000000
1	Adams Kathryn	6,116.000000000
1	Blakeley Roger	5,190.000000000
1	Brookes Grant	4,396.000000000
1	Ritchie Helene	4,174.000000000
1	Driver Sue	3,774.000000000
1	Teng Sue	3,622.000000000
1	Church Ross	3,458.000000000
1	Scott Ian	2,855.000000000
1	Dudfield Paul	2,383.000000000
1	Filemoni Tavita Joseph	1,912.000000000
1	Apanowicz John	1,810.000000000
1	Siers Judy	1,233.000000000
1	Litras Stan	852.000000000
1	Robinson Helen	706.000000000
1	Hausberg Norbert	572.000000000
1	Douglas Paul	415.000000000
2	Kedgley Sue	10,163.821156140
2	Wilde Fran	10,098.375000822
2	Brown Eileen	7,356.798390480
2	Coffey 'Ana	6,733.562288185
2	Adams Kathryn	6,322.166507794
2	Blakeley Roger	5,625.591354211
2	Ritchie Helene	4,664.722230947
2	Brookes Grant	4,492.191894305
2	Driver Sue	4,043.050164071
2	Teng Sue	3,774.758470956
2	Church Ross	3,621.382650327
2	Scott Ian	3,091.029066026
2	Dudfield Paul	2,444.160816379
2	Filemoni Tavita Joseph	1,982.923575801
2	Apanowicz John	1,905.904754322
2	Siers Judy	1,397.818350242
2	Litras Stan	890.189617739
2	Robinson Helen	740.456797960
2	Hausberg Norbert	601.575418249
2	Douglas Paul	433.376958912
3	Kedgley Sue	10,093.702509764
3	Wilde Fran	10,077.559764849
3	Brown Eileen	7,384.090667430
3	Coffey 'Ana	6,773.174502399
3	Adams Kathryn	6,351.512749922
3	Blakeley Roger	5,665.642530678
3	Ritchie Helene	4,706.977742225
3	Brookes Grant	4,520.147131298
3	Driver Sue	4,087.773856791
3	Teng Sue	3,811.956668963
3	Church Ross	3,642.749840238
3	Scott Ian	3,116.640035309
3	Dudfield Paul	2,479.789889593
3	Filemoni Tavita Joseph	2,000.755176640
3	Apanowicz John	1,921.888692334
3	Siers Judy	1,413.725217289
3	Litras Stan	900.518037531
3	Robinson Helen	756.788251348
3	Hausberg Norbert	615.418359899
3	Douglas Paul	0.000000000
4	Kedgley Sue	10,094.080023582
4	Wilde Fran	10,070.737378730
4	Brown Eileen	7,409.954913934
4	Coffey 'Ana	6,802.772890974
4	Adams Kathryn	6,382.429881892
4	Blakeley Roger	5,719.486588891
4	Ritchie Helene	4,746.712879205
4	Brookes Grant	4,558.506039797
4	Driver Sue	4,126.373512475
4	Teng Sue	3,842.486591843
4	Church Ross	3,670.418837989
4	Scott Ian	3,156.070445989
4	Dudfield Paul	2,537.224859860
4	Filemoni Tavita Joseph	2,025.812825757
4	Apanowicz John	1,945.679735259
4	Siers Judy	1,435.667401863
4	Litras Stan	924.599283387
4	Robinson Helen	771.594506148
4	Douglas Paul	0.000000000
4	Hausberg Norbert	0.000000000
5	Kedgley Sue	10,108.538709281
5	Wilde Fran	10,078.677663912
5	Brown Eileen	7,458.352679220
5	Coffey 'Ana	6,860.787450772
5	Adams Kathryn	6,420.671838287
5	Blakeley Roger	5,767.053640100
5	Ritchie Helene	4,812.247873696
5	Brookes Grant	4,601.478409670
5	Driver Sue	4,182.305116018
5	Teng Sue	3,909.604550272
5	Church Ross	3,693.523697712
5	Scott Ian	3,211.198913612
5	Dudfield Paul	2,583.487964594
5	Filemoni Tavita Joseph	2,060.646630024
5	Apanowicz John	1,967.391106343
5	Siers Judy	1,472.574724949
5	Litras Stan	944.922884062
5	Douglas Paul	0.000000000
5	Hausberg Norbert	0.000000000
5	Robinson Helen	0.000000000
6	Kedgley Sue	10,136.711199084
6	Wilde Fran	10,092.643829185
6	Brown Eileen	7,508.608398589
6	Coffey 'Ana	6,914.757714697
6	Adams Kathryn	6,485.333657371
6	Blakeley Roger	5,843.327944372
6	Ritchie Helene	4,884.972785507
6	Brookes Grant	4,647.114046226
6	Driver Sue	4,243.814286368
6	Teng Sue	3,979.602206461
6	Church Ross	3,719.728987154
6	Scott Ian	3,281.035939863
6	Dudfield Paul	2,624.961843702
6	Filemoni Tavita Joseph	2,113.227790221
6	Apanowicz John	2,004.814552725
6	Siers Judy	1,508.085335169
6	Douglas Paul	0.000000000
6	Hausberg Norbert	0.000000000
6	Litras Stan	0.000000000
6	Robinson Helen	0.000000000
7	Kedgley Sue	10,231.818833093
7	Wilde Fran	10,164.096432834
7	Brown Eileen	7,562.562619042
7	Coffey 'Ana	7,015.613432190
7	Adams Kathryn	6,572.858276933
7	Blakeley Roger	5,965.076931869
7	Ritchie Helene	5,021.400188050
7	Brookes Grant	4,678.194556689
7	Driver Sue	4,414.965892543
7	Teng Sue	4,080.627825365
7	Church Ross	3,780.170117440
7	Scott Ian	3,416.377949885
7	Dudfield Paul	2,675.684441506
7	Filemoni Tavita Joseph	2,159.820201121
7	Apanowicz John	2,065.667381473
7	Douglas Paul	0.000000000
7	Hausberg Norbert	0.000000000
7	Litras Stan	0.000000000
7	Robinson Helen	0.000000000
7	Siers Judy	0.000000000
8	Kedgley Sue	10,009.138495761
8	Wilde Fran	10,003.024901466
8	Brown Eileen	7,589.918481194
8	Coffey 'Ana	7,040.602914342
8	Adams Kathryn	6,596.384479969
8	Blakeley Roger	6,003.724366841
8	Ritchie Helene	5,083.974662362
8	Brookes Grant	4,691.099106509
8	Driver Sue	4,446.076921859
8	Teng Sue	4,124.519594353
8	Church Ross	3,796.619422688
8	Scott Ian	3,437.279655145
8	Dudfield Paul	2,690.265032762
8	Filemoni Tavita Joseph	2,169.901123341
8	Apanowicz John	2,074.439810733
8	Douglas Paul	0.000000000
8	Hausberg Norbert	0.000000000
8	Litras Stan	0.000000000
8	Robinson Helen	0.000000000
8	Siers Judy	0.000000000
9	Wilde Fran	10,117.809007055
9	Kedgley Sue	10,104.514394022
9	Brown Eileen	7,675.200667027
9	Coffey 'Ana	7,204.664569729
9	Adams Kathryn	6,901.360984103
9	Blakeley Roger	6,322.519925896
9	Ritchie Helene	5,193.574610985
9	Brookes Grant	4,843.692476085
9	Driver Sue	4,570.984594425
9	Teng Sue	4,173.009137687
9	Church Ross	3,870.654579839
9	Scott Ian	3,523.764531502
9	Dudfield Paul	2,778.075178996
9	Filemoni Tavita Joseph	2,228.567303259
9	Apanowicz John	0.000000000
9	Douglas Paul	0.000000000
9	Hausberg Norbert	0.000000000
9	Litras Stan	0.000000000
9	Robinson Helen	0.000000000
9	Siers Judy	0.000000000
10	Kedgley Sue	10,128.519921242
10	Wilde Fran	10,066.327386461
10	Brown Eileen	7,892.395851896
10	Coffey 'Ana	7,618.627959781
10	Adams Kathryn	7,033.735632107
10	Blakeley Roger	6,498.179412748
10	Ritchie Helene	5,358.170514653
10	Brookes Grant	4,944.826975134
10	Driver Sue	4,740.076759717
10	Teng Sue	4,379.700444675
10	Church Ross	3,945.750115135
10	Scott Ian	3,644.304231634
10	Dudfield Paul	2,881.753019739
10	Apanowicz John	0.000000000
10	Douglas Paul	0.000000000
10	Filemoni Tavita Joseph	0.000000000
10	Hausberg Norbert	0.000000000
10	Litras Stan	0.000000000
10	Robinson Helen	0.000000000
10	Siers Judy	0.000000000
11	Kedgley Sue	10,244.464881579
11	Wilde Fran	10,061.829518017
11	Brown Eileen	8,076.176256082
11	Coffey 'Ana	8,024.567289765
11	Adams Kathryn	7,290.411228173
11	Blakeley Roger	6,718.627741609
11	Ritchie Helene	5,575.598214327
11	Brookes Grant	5,172.412039132
11	Driver Sue	5,030.730739836
11	Teng Sue	4,591.714987709
11	Church Ross	4,073.580816657
11	Scott Ian	3,814.738355548
11	Apanowicz John	0.000000000
11	Douglas Paul	0.000000000
11	Dudfield Paul	0.000000000
11	Filemoni Tavita Joseph	0.000000000
11	Hausberg Norbert	0.000000000
11	Litras Stan	0.000000000
11	Robinson Helen	0.000000000
11	Siers Judy	0.000000000
12	Wilde Fran	9,875.729494302
12	Kedgley Sue	9,871.756348797
12	Brown Eileen	8,120.763956624
12	Coffey 'Ana	8,068.162197313
12	Adams Kathryn	7,328.094031911
12	Blakeley Roger	6,776.824146798
12	Ritchie Helene	5,671.122493314
12	Brookes Grant	5,194.478153196
12	Driver Sue	5,081.982786931
12	Teng Sue	4,662.122054230
12	Church Ross	4,099.259031243
12	Scott Ian	3,846.092183769
12	Apanowicz John	0.000000000
12	Douglas Paul	0.000000000
12	Dudfield Paul	0.000000000
12	Filemoni Tavita Joseph	0.000000000
12	Hausberg Norbert	0.000000000
12	Litras Stan	0.000000000
12	Robinson Helen	0.000000000
12	Siers Judy	0.000000000
13	Kedgley Sue	10,121.870227032
13	Wilde Fran	10,103.018044477
13	Brown Eileen	8,340.022379316
13	Coffey 'Ana	8,330.691819776
13	Adams Kathryn	7,766.619997051
13	Blakeley Roger	7,081.860668521
13	Ritchie Helene	5,929.475553489
13	Driver Sue	5,706.029936003
13	Brookes Grant	5,520.680069917
13	Teng Sue	5,053.693413742
13	Church Ross	4,319.396640797
13	Apanowicz John	0.000000000
13	Douglas Paul	0.000000000
13	Dudfield Paul	0.000000000
13	Filemoni Tavita Joseph	0.000000000
13	Hausberg Norbert	0.000000000
13	Litras Stan	0.000000000
13	Robinson Helen	0.000000000
13	Scott Ian	0.000000000
13	Siers Judy	0.000000000
14	Kedgley Sue	10,311.068824479
14	Wilde Fran	10,244.609346006
14	Coffey 'Ana	8,874.837387656
14	Brown Eileen	8,552.235193901
14	Adams Kathryn	8,132.409890185
14	Blakeley Roger	7,629.078282459
14	Ritchie Helene	6,433.489653112
14	Driver Sue	6,182.745311813
14	Brookes Grant	5,740.654486678
14	Teng Sue	5,301.436937384
14	Apanowicz John	0.000000000
14	Church Ross	0.000000000
14	Douglas Paul	0.000000000
14	Dudfield Paul	0.000000000
14	Filemoni Tavita Joseph	0.000000000
14	Hausberg Norbert	0.000000000
14	Litras Stan	0.000000000
14	Robinson Helen	0.000000000
14	Scott Ian	0.000000000
14	Siers Judy	0.000000000
