ITER	CANDIDATE	VOTES
1	MANOHARAN NADARAJAH	4850.0
1	BROAD ADRIAN	4764.0
1	NAYLOR KAREN	4487.0
1	ROBSON BARBARA	4048.0
1	ANDERSON DIANE	3469.0
1	CHAPMAN ANN	3375.0
1	BURNELL LINDSAY	3320.0
1	FEYEN MICHAEL	3308.0
1	FINDLAY LEW	3057.0
1	WARDS SHARON	2693.0
1	DENNISON VAUGHAN	2038.0
1	GIMBLETT NEVILLE	1776.0
1	WALDON JOHN	1348.0
1	MCCANN DUNCAN	1026.0
1	PODD ANNE	751.0
1	WETH JOHN	702.0
1	BRANNIGAN MAREE	642.0
1	EGAN MARTIN	600.0
2	MANOHARAN NADARAJAH	4906.0
2	BROAD ADRIAN	4806.0
2	NAYLOR KAREN	4540.0
2	ROBSON BARBARA	4067.0
2	ANDERSON DIANE	3482.0
2	CHAPMAN ANN	3397.0
2	FEYEN MICHAEL	3356.0
2	BURNELL LINDSAY	3328.0
2	FINDLAY LEW	3131.0
2	WARDS SHARON	2704.0
2	DENNISON VAUGHAN	2080.0
2	GIMBLETT NEVILLE	1811.0
2	WALDON JOHN	1363.0
2	MCCANN DUNCAN	1060.0
2	PODD ANNE	762.0
2	WETH JOHN	733.0
2	BRANNIGAN MAREE	657.0
2	EGAN MARTIN	0.0
3	MANOHARAN NADARAJAH	4945.0
3	BROAD ADRIAN	4867.0
3	NAYLOR KAREN	4590.0
3	ROBSON BARBARA	4102.0
3	ANDERSON DIANE	3564.0
3	CHAPMAN ANN	3475.0
3	FEYEN MICHAEL	3387.0
3	BURNELL LINDSAY	3356.0
3	FINDLAY LEW	3153.0
3	WARDS SHARON	2730.0
3	DENNISON VAUGHAN	2119.0
3	GIMBLETT NEVILLE	1849.0
3	WALDON JOHN	1383.0
3	MCCANN DUNCAN	1080.0
3	PODD ANNE	788.0
3	WETH JOHN	743.0
3	BRANNIGAN MAREE	0.0
3	EGAN MARTIN	0.0
4	MANOHARAN NADARAJAH	5079.0
4	BROAD ADRIAN	4904.0
4	NAYLOR KAREN	4637.0
4	ROBSON BARBARA	4159.0
4	ANDERSON DIANE	3590.0
4	CHAPMAN ANN	3512.0
4	FEYEN MICHAEL	3434.0
4	BURNELL LINDSAY	3376.0
4	FINDLAY LEW	3186.0
4	WARDS SHARON	2816.0
4	DENNISON VAUGHAN	2135.0
4	GIMBLETT NEVILLE	1876.0
4	WALDON JOHN	1491.0
4	MCCANN DUNCAN	1103.0
4	PODD ANNE	812.0
4	BRANNIGAN MAREE	0.0
4	EGAN MARTIN	0.0
4	WETH JOHN	0.0
5	MANOHARAN NADARAJAH	5161.0
5	BROAD ADRIAN	4960.0
5	NAYLOR KAREN	4722.0
5	ROBSON BARBARA	4288.0
5	ANDERSON DIANE	3634.0
5	CHAPMAN ANN	3587.0
5	FEYEN MICHAEL	3472.0
5	BURNELL LINDSAY	3391.0
5	FINDLAY LEW	3220.0
5	WARDS SHARON	2857.0
5	DENNISON VAUGHAN	2185.0
5	GIMBLETT NEVILLE	1895.0
5	WALDON JOHN	1538.0
5	MCCANN DUNCAN	1138.0
5	BRANNIGAN MAREE	0.0
5	EGAN MARTIN	0.0
5	PODD ANNE	0.0
5	WETH JOHN	0.0
6	MANOHARAN NADARAJAH	5258.0
6	BROAD ADRIAN	5085.0
6	NAYLOR KAREN	4904.0
6	ROBSON BARBARA	4341.0
6	ANDERSON DIANE	3674.0
6	CHAPMAN ANN	3644.0
6	FEYEN MICHAEL	3556.0
6	BURNELL LINDSAY	3419.0
6	FINDLAY LEW	3348.0
6	WARDS SHARON	2888.0
6	DENNISON VAUGHAN	2317.0
6	GIMBLETT NEVILLE	1916.0
6	WALDON JOHN	1582.0
6	BRANNIGAN MAREE	0.0
6	EGAN MARTIN	0.0
6	MCCANN DUNCAN	0.0
6	PODD ANNE	0.0
6	WETH JOHN	0.0
7	MANOHARAN NADARAJAH	5599.0
7	BROAD ADRIAN	5191.0
7	NAYLOR KAREN	5074.0
7	ROBSON BARBARA	4535.0
7	CHAPMAN ANN	3754.0
7	ANDERSON DIANE	3750.0
7	FEYEN MICHAEL	3645.0
7	BURNELL LINDSAY	3466.0
7	FINDLAY LEW	3428.0
7	WARDS SHARON	3004.0
7	DENNISON VAUGHAN	2383.0
7	GIMBLETT NEVILLE	2001.0
7	BRANNIGAN MAREE	0.0
7	EGAN MARTIN	0.0
7	MCCANN DUNCAN	0.0
7	PODD ANNE	0.0
7	WALDON JOHN	0.0
7	WETH JOHN	0.0
8	MANOHARAN NADARAJAH	5936.0
8	BROAD ADRIAN	5334.0
8	NAYLOR KAREN	5292.0
8	ROBSON BARBARA	4637.0
8	CHAPMAN ANN	3938.0
8	FEYEN MICHAEL	3904.0
8	ANDERSON DIANE	3830.0
8	BURNELL LINDSAY	3712.0
8	FINDLAY LEW	3520.0
8	WARDS SHARON	3088.0
8	DENNISON VAUGHAN	2447.0
8	BRANNIGAN MAREE	0.0
8	EGAN MARTIN	0.0
8	GIMBLETT NEVILLE	0.0
8	MCCANN DUNCAN	0.0
8	PODD ANNE	0.0
8	WALDON JOHN	0.0
8	WETH JOHN	0.0
9	NAYLOR KAREN	5900.33301015
9	MANOHARAN NADARAJAH	5891.1923027
9	BROAD ADRIAN	5670.42558101
9	ROBSON BARBARA	4778.12681079
9	FEYEN MICHAEL	4138.59577146
9	CHAPMAN ANN	4134.89336236
9	ANDERSON DIANE	3943.49208212
9	FINDLAY LEW	3877.66020876
9	BURNELL LINDSAY	3817.64820579
9	WARDS SHARON	3162.11539748
9	BRANNIGAN MAREE	0.0
9	DENNISON VAUGHAN	0.0
9	EGAN MARTIN	0.0
9	GIMBLETT NEVILLE	0.0
