ITER	CANDIDATE	VOTES
15	Dahlberg Bill	0.0
15	Fulton Kate	0.0
15	Heaphy Pat	0.0
15	Lee Stephen	0.0
15	Rosanowski Paul	0.0
15	Tyrrell Charles	0.0
16	Forrest Brigid	5824.316097123
16	Vallance Stephen	5809.015029820001
16	Black Jenny	5803.806069602001
16	Hope Gerald	5802.017033548
16	Panting Allan	5763.063462354
16	Black Jenny	5727.56380421
16	Crowe Judy	5586.137926648
16	Bouillir Martine	4814.990002825999
16	Byers Robyn	0.0
16	Dahlberg Bill	0.0
16	Fulton Kate	0.0
16	Heaphy Pat	0.0
16	Lee Stephen	0.0
16	Rosanowski Paul	0.0
16	Tyrrell Charles	0.0
17	Forrest Brigid	5765.398371391
17	Vallance Stephen	5761.504773852
17	Black Jenny	5755.015041481001
17	Hope Gerald	5754.132318261
17	Panting Allan	5721.215488538
17	Black Jenny	5694.452798818999
17	Crowe Judy	5678.417596611999
17	Bouillir Martine	4867.6767452859995
17	Byers Robyn	0.0
17	Dahlberg Bill	0.0
17	Fulton Kate	0.0
17	Heaphy Pat	0.0
17	Lee Stephen	0.0
17	Rosanowski Paul	0.0
17	Tyrrell Charles	0.0
