ITER	CANDIDATE	VOTES
1	Leggett John	8,780.000000000
1	King Colin	4,613.000000000
1	Dawson Brian	2,919.000000000
1	Davis John	1,729.000000000
2	Leggett John	9,326.000000000
2	King Colin	4,892.000000000
2	Dawson Brian	3,287.000000000
2	Davis John	0.000000000
